stop_id,stop_name,stop_lat,stop_lon,stop_name_ar
120,Amreya Bridge,31.02049842899777,29.794159401897478,كوبري العمرية
121,Amreyya Bridge,31.02026222750052,29.794008947174,كوبري العمرية
122,Izbat Hawd 10,31.243672737999,30.048265280389497,عزبة حوض 10
123,Shahd El Maleka,31.259586062959656,30.018943129139505,شهد الملكة
124,Shahd El Maleka,31.259772290298194,30.018765391827017,شهد الملكة
125,King House Cafe,31.26165859799716,30.02258181751304,كافيه كينغ هاوس
126,King House Cafe,31.261473593616845,30.022473455986123,كافيه كينغ هاوس
127,Awel 45,31.269794562156253,29.998138698230683,اول 45
128,Awel 45,31.26985455973466,29.9982761519013,اول 45
129,Azza Asafra,31.27463916723546,30.001704698869105,جيلاتي عزة عصافرة
130,Azza Asafra,31.27461059098773,30.00183333732526,جيلاتي عزة عصافرة
131,Gad Asafra,31.27190786748412,29.999123283883847,جاد عصافرة
132,Gad Asafra,31.27189,29.999252,جاد عصافرة
133,Skandar Ibrahim - Courniche,31.270267233364248,29.99347724422728,اسكندر ابراهيم - الكورنيش
134,Skandar Ibrahim - Courniche,31.270195000427837,29.99354693728,اسكندر ابراهيم - الكورنيش
135,Izbet Hawd 12,31.25944220457085,30.05431932463349,عزبة حوض 12
136,Mostafa Kamel - 45 Street,31.258350507752876,30.015979423559063,مصطفى كمال - شارع 45
137,Mostafa Kamel - 45 Street,31.257922127063747,30.015834844804846,مصطفى كمال - شارع 45
138,Al Amrawy Mosque,31.25630096461532,30.01352871982629,مسجد العمروي
139,Al Amrawy Mosque,31.2561502022473,30.01377828615517,مسجد العمروي
140,Mostafa Kamel - Al Bahreya St,31.253418074859987,30.010224789728326,مصطفى كامل - شارع البحريه
141,Mostafa Kamel - Al Bahreya St,31.253337143744183,30.01033624337833,مصطفى كامل - شارع البحريه
142,Misr Gas Station - Mostafa Kamel,31.248386921164187,30.003204408431017,محطة غاز مصر - مصطفى كامل
143,Misr Gas Station - Mostafa Kamel,31.248368,30.003901,محطة غاز مصر - مصطفى كامل
144,Alexandria Agricultural School,31.250889916002883,30.00719383829684,مدرسة الاسكندرية الزراعية
145,Alexandria Agricultural School,31.25072968088452,30.00719191841611,مدرسة الاسكندرية الزراعية
146,Khorshid,31.198029,30.036089,خورشيد
147,Khorshid,31.198758209484257,30.035632340034304,خورشيد
148,Khorshid Central,31.196838,30.039171,خورشيد المركز
149,Khorshid Central,31.197346,30.039435,خورشيد المركز
150,Asher Men Ramadan St,31.261716931964887,29.998548915266333,شارع عاشر من رمضان 
151,Faisal Police Station Asafrah,31.263018595093087,29.999527520430323,مركز شرطة فيصل عصافرة
152,Gehan Square,31.26191943155082,29.993006717873683,ميدان جيهان
153,Gehan Square,31.26224215959321,29.99312993611159,ميدان جيهان
154,Awel Gamal Abdelnaser St,31.269692,30.001663,شارع اول جمال عبد الناصر
155,Bahary (Ras Al Tin),31.202040795208383,29.87608154067828,بحرى (راس التين)
156,Bahary (Ras Al Tin),31.2026742746354,29.874290905497904,بحرى (راس التين)
157,Navy Forces - Bahary,31.20367699980353,29.87469963138164,قوات البحرية - بحرى
158,Al Sheikh Wafiq - Bahary,31.204121854304173,29.875741241208587,الشيخ وفيق - بحرى
159,Al Sheikh Wafiq - Bahary,31.204008358567496,29.87577922489452,الشيخ وفيق - بحرى
160,Fathallah - Bahary,31.20492488329537,29.8774539200665,فتح الله - بحرى
161,Fathallah - Bahary,31.204802172159003,29.877494153967465,فتح الله - بحرى
162,Alexandria Navy Scouts,31.206090867333444,29.878517653352915,لكشافة البحرية بالإسكندرية
163,Alexandria Navy Scouts,31.205997537518364,29.878639192384085,لكشافة البحرية بالإسكندرية
164,Qasr Sakafet El Anfoshy,31.20984746927025,29.879240170382012,قصر ثقافة الأنفوشى
165,Anfoushy Police Station,31.209968,29.881695,محطة الشرطة الأنفوشي
166,Anfoushy Police Station,31.2096094666292,29.881282406774087,محطة الشرطة الأنفوشي
167,Carrefour - Desert Road,31.16851,29.934719,كارفور - الطريق الصحراوى
168,Carrefour - Desert Road,31.169019,29.935048,كارفور - الطريق الصحراوى
169,Elite Hospital,31.17273194497969,29.94335464838361,مستشفى إيليت
170,Elite Hospital,31.17289658912287,29.94330576828056,مستشفى إيليت
171,El Bambi,31.17548762651247,29.94826016057119,مركز البمبي
172,El Bambi,31.17531109022575,29.948328988707868,مركز البمبي
173,IBCA International School,31.178912641166715,29.955882941741372,المدرسة السويسرية الدولية/ايبكا
174,IBCA International School,31.178750035729323,29.955867415962803,المدرسة السويسرية الدولية/ايبكا
175,Awayed Post Office,31.211489,30.008273,مكتب بريد العوايد
176,Awayed Post Office,31.212460242872726,30.00767300213105,مكتب بريد العوايد
177,Awayed Post Office,31.21255388076291,30.007739997544352,مكتب بريد العوايد
178,Al Maraghi,31.20880932843542,30.02082491653079,المراغى
179,Al Maraghi,31.2087883201318,30.02070997115605,المراغى
180,Al Rahma St - Khorshid,31.206258411657867,30.02997779468081,شارع الرحمة - خورشيد
181,Al Rahma St - Khorshid,31.206843954068844,30.02957626715513,شارع الرحمة - خورشيد
182,Farouq Cafe - Courniche,31.203867113216525,29.88553531719183,مقهى فاروق - الكورنيش
183,Farouq Cafe - Courniche,31.20393602230416,29.885644869267423,مقهى فاروق - الكورنيش
184,Fish Market - Courniche,31.20204540223459,29.88784572397015,سوق السمك - الكورنيش
185,Fish Market - Courniche,31.20190875356671,29.887761940086783,سوق السمك - الكورنيش
186,Court Complex - Courniche,31.201110054932236,29.889844212909843,مجمع المحاكم - الكورنيش
187,Court Complex - Courniche,31.200975637843364,29.88985934519863,مجمع المحاكم - الكورنيش
188,El Mansheya Station,31.199739857156278,29.89518481666606,محطة المنشية
189,El Mansheya Station,31.19966806282121,29.89512569191954,محطة المنشية
190,Raml Station,31.20033118396548,29.899097756194084,محطة الرمل
191,Raml Station,31.200217824794656,29.899067878881777,محطة الرمل
192,Raml Station - Courniche,31.201157033124097,29.898788872000143,محطة الرمل - الكورنيش
193,Raml Station - Courniche,31.201298217956904,29.89872647321975,محطة الرمل - الكورنيش
194,French Consulate,31.20050301620335,29.89519831397637,القنصلية الفرنسية
195,French Consulate,31.200361,29.895333,القنصلية الفرنسية
196,Al Khaledeen - Courniche,31.20316399551483,29.902062257061303,الخالدين - الكورنيش
197,Al Khaledeen - Courniche,31.20304644883899,29.90212272170222,الخالدين - الكورنيش
198,Misr Gas Station - Courniche,31.20663541320272,29.905654216071547,محطة غاز مصر - الكورنيش
199,Misr Gas Station - Courniche,31.206622,29.905903,محطة غاز مصر - الكورنيش
200,Dental School,31.203854212327368,29.906753947792463, كلية طب الأسنان
201,Al Khaledeen,31.20289656460752,29.902975745781376,الخالدين
202,El Mansheya Station,31.19935347998728,29.8957003011856,محطة المنشية
203,Miami - Courniche,31.270043556513205,29.991521805839195,ميامي - الكورنيش
204,Miami - Courniche,31.26996625770733,29.991434991971023,ميامي - الكورنيش
205,Ber Masoud,31.26931355526195,29.987112703507965,بير مسعود
206,Ber Masoud,31.26914707529477,29.98719443813349,بير مسعود
207,Abu Dhabi Bank - Sidi Bishr,31.265590971891744,29.98715857777561,بنك أبوظبي - سيدى بشر
208,Abu Dhabi Bank - Sidi Bishr,31.26581940231869,29.987416145858383,بنك أبوظبي - سيدى بشر
209,Sidi Bishr Beach,31.26230731458933,29.984376923070176,شاطئ سيدى بشر
210,Sidi Bishr Beach,31.262234604523183,29.984437096918025,شاطئ سيدى بشر
211,Mohamed Naguib Square,31.259311107858213,29.980898281660867,ميدان محمد نجيب
212,Mohamed Naguib Square,31.259157,29.980933,ميدان محمد نجيب
213,Mohamed Naguib Square,31.25767,29.981371,ميدان محمد نجيب
214,Al Rahman Mosque - Courniche,31.257247245047637,29.97877383941668,مسجد الرحمن - الكورنيش
215,Al Rahman Mosque - Courniche,31.257195779880355,29.978847486287187,مسجد الرحمن - الكورنيش
216,Sidi Bishr Tram Station,31.25299637093358,29.976842866364542,محطة سيدى بشر ترام
217,Sidi Bishr Tram Station,31.25263726449673,29.976527632749526,محطة سيدى بشر ترام
218,Al Mahrousa Tunnel,31.254816090892728,29.975638707008446,نفق المحروسة
219,Al Mahrousa Tunnel,31.25463765623232,29.97589554457813,نفق المحروسة
220,San Stefano,31.246068257220724,29.965570029464157,سان ستيفانو
221,San Stefano,31.24600352844333,29.96575125141329,سان ستيفانو
222,Luran Station,31.24939756438285,29.971624445974506,محطة لوران
223,Quta (Soter),31.208105572552984,29.906747059913467,ارض كوتة (سوتر)
224,Quta (Soter),31.208017,29.906881,ارض كوتة (سوتر)
225,Alexandria University - Courniche,31.210804004589896,29.91272721953901,جامعة الإسكندرية - الكورنيش
226,Alexandria University - Courniche,31.21060875294252,29.912734324817063,جامعة الإسكندرية - الكورنيش
227,Shatby Hospital Mosque,31.20882780731393,29.9127330622864,مسجد مستشفى شاطبي
228,Shatby Hospital Mosque,31.20888825485005,29.91287070297983,مسجد مستشفى شاطبي
229,Shatby Pedestrian Tunnel,31.211944926799344,29.9161177436715,نفق مشاة شاطبي
230,Shatby Pedestrian Tunnel,31.211757428629657,29.91613361756364,نفق مشاة شاطبي
231,Gleem Pedestrian Tunnel,31.240982119989617,29.95953347456135,نفق مشاة جليم
232,Gleem Pedestrian Tunnel,31.24085030715776,29.959657721550272,نفق مشاة جليم
233,Mohandeseen Pedestrian Tunnel,31.239174,29.954171,نفق مشاة المهندسين
234,Mohandeseen Pedestrian Tunnel,31.2390055372993,29.954188537299306,نفق مشاة المهندسين
235,Sun Rise Hotel,31.232974584518256,29.946202196778025,فندق صن رايز
236,Sun Rise Hotel,31.23289094475616,29.94639724519204,فندق صن رايز
237,Stanley Bridge,31.236206,29.950122,كوبري ستانلي
238,Stanley Bridge,31.236179,29.950284,كوبري ستانلي
239,The Walk - Sidi Gaber,31.227199,29.938278,ذا ووك - سيدى جابر
240,The Walk - Sidi Gaber,31.226978,29.938367,ذا ووك - سيدى جابر
241,Camp Shezar,31.21537422051115,29.921719023565124,كامب شيزار
242,Camp Shezar,31.21522608298889,29.921832300606056,كامب شيزار
243,Sporting - Courniche,31.221020533234288,29.93049186913273,سبورتنج - الكورنيش
244,Sporting - Courniche,31.220895164313745,29.930798940880177,سبورتنج - الكورنيش
245,Cleopatra Pedestrian Bridge,31.2245747291824,29.935014575658567,كوبري كليوبترا مشاة 
246,Cleopatra Pedestrian Bridge,31.224462548518883,29.935270907749118,كوبري كليوبترا مشاة 
247,Hanuvil Gameaya,31.11197283775656,29.75880910786903,الجمعية هانوفيل
248,Al Gomrok Police Station,31.198554778393436,29.882496130659643,مركز شرطة الجمرك
249,Hany Village,31.031522,29.785609,قرية هاني
250,Hany Village,31.032248669222565,29.78529670900352,قرية هاني
251,Free Zone,31.03652411221633,29.78219453106319,المنطقة الحرة
252,Free Zone,31.034407,29.783473,المنطقة الحرة
253,Bab Wahed,31.200950622489277,29.881301515298684,باب واحد
254,El Malaha - Asafra,31.268036862311863,30.01890790599102,الملاحة - عصافرة
255,Tamween Montazah,31.258166846198165,29.987767157990724,مكاتب تموين المنتزه
256,Tamween Montazah,31.25811534073869,29.987781187648768,مكاتب تموين المنتزه
257,Sidi Bishr Station,31.256865046513024,29.991403162132432,محطة سيدي بشر
258,Sidi Bishr Station,31.256935092941056,29.99160508074416,محطة سيدي بشر
259,Sidi Bishr Station,31.256183557347644,29.993844176322565,محطة سيدي بشر
260,Sidi Bishr Station,31.255917658791205,29.99270327236716,محطة سيدي بشر
261,Victoria Station,31.248845,29.980624,محطة فيكتوريا
262,Victoria Station,31.249474234821683,29.98175028907379,محطة فيكتوريا
263,Victoria College,31.247678247244345,29.97830430085358,كلية فيكتوريا
264,Victoria College,31.247545376916825,29.97826935420236,كلية فيكتوريا
265,E-Post Victora,31.2512068,29.9848165,مكتب بريد فيكتوريا
266,E-Post Victora,31.251557338818213,29.984531403971424,مكتب بريد فيكتوريا
267,Al Seyouf,31.241168,29.997369,السيوف
268,Abou Kamal - Al Seyouf,31.240991800224307,29.998336261839484,أبو كمال - السيوف
269,Abou Kamal - Al Seyouf,31.241200257036564,29.998298111195545,أبو كمال - السيوف
270,Falaki - Al Seyouf,31.241222,29.998835,الفلكي - السيوف
271,Madares St - Al Seyouf,31.237966740554384,29.999013605190434,شارع المدارس - السيوف
273,Al Seyouf Square,31.24058,29.992509,ميدان السيوف
274,El Saah Square,31.244341610260022,29.985605810372835,ميدان الساعة
275,El Saah Square,31.24425840000326,29.985621133951437,ميدان الساعة
277,El Saah Square,31.244174169319034,29.98576339916608,ميدان الساعة
278,El Saah Square,31.244006,29.98587,ميدان الساعة
279,B-Tech Mostafa Kamel,31.246437,29.992494,بي تيك مصطفى كامل
280,B-Tech Mostafa Kamel,31.246681,29.991711,بي تيك مصطفى كامل
281,Malak Hefny St,31.253722416107603,29.988863936965608,شارع ملك حفني
282,Malak Hefny St,31.2536843069556,29.98899489233552,شارع ملك حفني
283,Street 15,31.25103394227136,29.99179908419925,شارع 15
284,Jewelery Museum,31.23965035567426,29.96426186955863,متحف المجوهرات
285,Jewelery Museum,31.239558354811816,29.964261569625357,متحف المجوهرات
286,Bakus,31.23581837694132,29.96651312457484,باكوس
287,Bakus,31.23597850370652,29.966951167279355,باكوس
288,Bakus,31.234849616669205,29.966306538138028,باكوس
289,El Saah Square,31.24224201221155,29.98306927959763,ميدان الساعة
290,El Saah Square,31.241805,29.982836,ميدان الساعة
291,Al Wezara Tram,31.231895,29.956418,محطة ترام الوزارة
292,Al Wezara Tram,31.231785918463657,29.956429339312024,محطة ترام الوزارة
293,Abu Suliman,31.232120886553474,29.98289250490904,أبو سليمان
294,Abu Suliman,31.232065867367805,29.983007810151975,أبو سليمان
295,Health Insurance Al Seyouf ,31.230062,29.993247,التأمينات الصحية السيوف
296,Pedestrian Bridge - Ring Road,31.21335688942235,29.993605989412774,كباري المشاة على الطريق الدولي الساحلي/الدائري
297,Pedestrian Bridge - Ring Road,31.213351964701346,29.99370784840628,كباري المشاة على الطريق الدولي الساحلي/الدائري
298,Awayed Bridge Start,31.215669386761263,29.994044240995887,اول كوبري العوايد
299,Awayed Bridge Start,31.21571114633835,29.994152421124813,اول كوبري العوايد
300,El Awayed,31.217498558278077,29.99386137320752,العوايد
301,El Awayed,31.21751714055705,29.99397432819601,العوايد
302,El Awayed,31.217529775620548,29.994091958171243,العوايد
303,El Awayed,31.217644133537927,29.99423183528646,العوايد
304,El Awayed Bridge End,31.222197457832067,29.99358682210224,اخر كوبري العوايد
305,El Awayed Bridge End,31.222043334875725,29.99406018298157,اخر كوبري العوايد
306,El Awayed,31.21875576283179,29.99277664195003,العوايد
307,El Awayed,31.21877339080944,29.994743358847344,العوايد
308,Entry to Abu Suliman,31.22457760184402,29.979563405060027,مدخل أبو سليمان
309,Entry to Abu Suliman,31.2252272031818,29.98005156518948,مدخل أبو سليمان
310,Namos Bridge,31.223722937458245,29.975230022929196,كوبري الناموس
311,Namos Bridge,31.2229904262909,29.97390948371179,كوبري الناموس
313,Gabriel Station Bazar,31.238525416599845,29.976290347656644, بازارات محطة غبريال
314,Bait Al Gomla Market,31.238747448860607,29.97958270152381,بيت الجملة
315,Wekala Ishterakeya,31.23847352286781,29.98242390227621,الوكالة الاشتراكية
316,Wekala Ishterakeya,31.238488425749573,29.982515404079397,الوكالة الاشتراكية
317,Al Hagar Pedestrian Bridge,31.220301,29.965052,كوبري المشاة الحجر
318,Al Hagar Pedestrian Bridge,31.220271534843224,29.96474283885681,كوبري المشاة الحجر
319,Al Hagar Pedestrian Bridge,31.22042937440866,29.96460005049805,كوبري المشاة الحجر
320,Victor Emmanuel Square,31.214177,29.944853,ميدان فيكتور عمانويل
321,Victor Emmanuel Square,31.214939,29.945402,ميدان فيكتور عمانويل
322,Victor Emmanuel Square,31.214245,29.946088,ميدان فيكتور عمانويل
323,Sidi Gaber Station,31.218117,29.941997,محطة سيدى جابر
324,Sidi Gaber Station,31.219855,29.942223,محطة سيدى جابر
325,Sidi Gaber Station,31.219857,29.942334,محطة سيدى جابر
326,Sidi Gaber Station,31.21914,29.943452,محطة سيدى جابر
327,Sidi Gaber Station,31.218813,29.944131,محطة سيدى جابر
328,Abis Bridge,31.20366977300285,29.993990815357225,كوبري ابيس
329,Abis Bridge,31.203571062483096,29.993812550426743,كوبري ابيس
330,Abis Traffic Light,31.174897,29.979008,إشارة أبيس
331,Abis Traffic Light,31.174769854581573,29.978944955546552,إشارة أبيس
332,Anany Factory,31.180539979657677,29.991436483707115,مصنع عناني
333,Anany Factory,31.18043666716246,29.991531911109583,مصنع عناني
334,Ezbet Saad,31.207976,29.941022,عزبة سعد
335,Ezbet Saad,31.207717,29.940226,عزبة سعد
336,Ezbet Saad,31.207628,29.940269,عزبة سعد
337,Admon Fremon St,31.208387,29.947496,شارع إدمون فريمون
338,Admon Fremon St,31.208268,29.947876,شارع إدمون فريمون
339,Gyad Club,31.213487449111305,29.94946907478073,نادي أصحاب الجياد
340,Gyad Club,31.21334763226263,29.949375834874907,نادي أصحاب الجياد
341,Mansour Opel Car Showroom,31.225213,29.94755,معرض سيارات منصور أوبل
342,Mansour Opel Car Showroom,31.225071,29.94754,معرض سيارات منصور أوبل
343,Green Plaza,31.20912395059,29.962998211029117,جرين بلازا
344,Green Plaza,31.209252979006457,29.96307928349349,جرين بلازا
345,Itihad Club,31.203727031304915,29.9759885547515,نادي الاتحاد
346,Itihad Club,31.203902413905592,29.976190529217583,نادي الاتحاد
347,Ali Ibn Taleb Mosque - Smouha,31.212550104268853,29.940481641422057,مسجد على ابن طالب - سموحة
348,Ali Ibn Taleb Mosque - Smouha,31.212315,29.940339,مسجد على ابن طالب - سموحة
349,Ibrahimeya Fly-over,31.208692923736628,29.93420554084764,كوبري الابراهيمية
350,Ibrahimeya Fly-over,31.20887520909336,29.934110094854937,كوبري الابراهيمية
351,Hadra,31.204794,29.936128,الحضرة
352,Antoniadis,31.203226,29.94066,أنتونيادس
353,Antoniadis,31.20297803002576,29.940716870240298,أنتونيادس
354,Antoniadis,31.202787,29.940254,أنتونيادس
355,El Mansheya,31.19763148986493,29.892740117865724,المنشيه
356,Gamarek Club,31.193035,29.885117,نادي الجمارك
357,Darwish Factory,31.188877,29.886331,مصنع درويش
358,Train Station (Al Shohadaa),31.193563,29.90258,محطة مصر
359,Train Station (Al Shohadaa),31.193334,29.904704,محطة مصر
360,Train Station (Al Shohadaa),31.19207011058364,29.90277134650438,محطة مصر
361,Train Station (Al Shohadaa),31.192031,29.904412,محطة مصر
362,Train Station (Al Shohadaa),31.192164,29.905043,محطة مصر
363,Kafr Ashry,31.181795,29.884821, كفر عشري
364,Kafr Ashry,31.181665,29.884862, كفر عشري
365,Al Wardiyan,31.16260318346264,29.86673165680013,الورديان
366,Al Wardiyan,31.162496007214862,29.866866459574695,الورديان
367,Al Gamal Mosque,31.168011234607743,29.86902020867493,مسجد الجمال
368,Al Gamal Mosque,31.16788529487116,29.869045459466665,مسجد الجمال
369,Al Wardiyan Police Station,31.164114883839577,29.86372406394277,محطة شرطة الورديان
